"id","name","equipment","pattern","prompt"
"high-bar-squat","High Bar Squat","barbell","squat","High Bar Squat with a barbell: deep squat, knees bent, hips at or below parallel, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"low-bar-squat","Low Bar Squat","barbell","squat","Low Bar Squat with a barbell: deep squat, knees bent, hips at or below parallel, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"pause-squat","Pause Squat","barbell","squat","Pause Squat with a barbell: deep squat, knees bent, hips at or below parallel, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"tempo-squat","Tempo Squat","barbell","squat","Tempo Squat with a barbell: deep squat, knees bent, hips at or below parallel, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"safety-bar-squat","Safety Bar Squat","barbell","squat","Safety Bar Squat with a barbell: deep squat, knees bent, hips at or below parallel, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"underhand-barbell-row","Underhand Barbell Row","barbell","row","Underhand Barbell Row: torso hinged forward, pulling the weight to the waist, elbows driving back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"seal-row","Seal Row","barbell","row","Seal Row with a barbell: torso hinged forward, pulling the weight to the waist, elbows driving back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"clean-pull","Clean Pull","barbell","olympic","Clean Pull with a barbell: explosively catching a barbell overhead in a wide athletic stance. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"hang-clean","Hang Clean","barbell","olympic","Hang Clean with a barbell: explosively catching a barbell overhead in a wide athletic stance. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"hang-snatch","Hang Snatch","barbell","olympic","Hang Snatch with a barbell: explosively catching a barbell overhead in a wide athletic stance. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"trap-bar-shrug","Trap Bar Shrug","barbell","shrug","Trap Bar Shrug with a barbell: standing, shoulders shrugged straight up toward the ears. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"ez-bar-skull-crusher","EZ Bar Skull Crusher","barbell","triceps","EZ Bar Skull Crusher with a barbell: extending the elbows to straighten the arms, triceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"landmine-rotation","Landmine Rotation","barbell","generic","Landmine Rotation with a barbell: performing the strength exercise with correct form. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"barbell-reverse-wrist-curl","Barbell Reverse Wrist Curl","barbell","curl","Barbell Reverse Wrist Curl: standing, curling the weight up toward the shoulders, biceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"behind-back-wrist-curl","Behind-the-Back Wrist Curl","barbell","curl","Behind-the-Back Wrist Curl with a barbell: standing, curling the weight up toward the shoulders, biceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"barbell-glute-bridge","Barbell Glute Bridge","barbell","hip_thrust","Barbell Glute Bridge: upper back on a bench, hips driven up to full lockout, weight across the hips. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"incline-db-fly","Incline Dumbbell Fly","dumbbell","lateral_raise","Incline Dumbbell Fly: raising the arms out to the sides up to shoulder height. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"seated-db-press","Seated Dumbbell Press","dumbbell","bench_press","Seated Dumbbell Press: lying on a flat bench, pressing the weight up over the chest. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"single-arm-db-press","Single-Arm Dumbbell Press","dumbbell","bench_press","Single-Arm Dumbbell Press: lying on a flat bench, pressing the weight up over the chest. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"alternating-db-curl","Alternating Dumbbell Curl","dumbbell","curl","Alternating Dumbbell Curl: standing, curling the weight up toward the shoulders, biceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cross-body-hammer-curl","Cross-Body Hammer Curl","dumbbell","curl","Cross-Body Hammer Curl with a dumbbell: standing, curling the weight up toward the shoulders, biceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"single-arm-db-overhead-extension","Single-Arm Overhead Extension","dumbbell","generic","Single-Arm Overhead Extension with a dumbbell: performing the strength exercise with correct form. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"dumbbell-squat","Dumbbell Squat","dumbbell","squat","Dumbbell Squat: deep squat, knees bent, hips at or below parallel, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"db-hip-thrust","Dumbbell Hip Thrust","dumbbell","hip_thrust","Dumbbell Hip Thrust: upper back on a bench, hips driven up to full lockout, weight across the hips. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"single-leg-rdl","Single-Leg Romanian Deadlift","dumbbell","hinge","Single-Leg Romanian Deadlift with a dumbbell: hinging at the hips, hips pushed back, slight knee bend, weight lowered along the thighs, flat back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"plate-front-raise","Plate Front Raise","dumbbell","lateral_raise","Plate Front Raise with a dumbbell: raising the arms out to the sides up to shoulder height. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"kettlebell-push-press","Kettlebell Push Press","kettlebell","overhead_press","Kettlebell Push Press: standing, pressing the weight straight overhead to lockout. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"kettlebell-high-pull","Kettlebell High Pull","kettlebell","olympic","Kettlebell High Pull: explosively catching a barbell overhead in a wide athletic stance. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"kettlebell-windmill","Kettlebell Windmill","kettlebell","generic","Kettlebell Windmill: performing the strength exercise with correct form. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"incline-machine-press","Incline Machine Press","machine","incline_press","Incline Machine Press: on an inclined bench pressing the weight up and back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"decline-machine-press","Decline Machine Press","machine","bench_press","Decline Machine Press: lying on a flat bench, pressing the weight up over the chest. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"chest-supported-row","Chest-Supported Row","machine","row","Chest-Supported Row with a machine: torso hinged forward, pulling the weight to the waist, elbows driving back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"hammer-strength-row","Hammer Strength Row","machine","row","Hammer Strength Row with a machine: torso hinged forward, pulling the weight to the waist, elbows driving back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"pendulum-squat","Pendulum Squat","machine","squat","Pendulum Squat with a machine: deep squat, knees bent, hips at or below parallel, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"belt-squat","Belt Squat","machine","squat","Belt Squat with a machine: deep squat, knees bent, hips at or below parallel, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"single-leg-press","Single-Leg Press","machine","leg_press","Single-Leg Press with a machine: seated on a leg-press machine pushing a weighted sled with both feet. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"standing-leg-curl","Standing Leg Curl","machine","leg_curl","Standing Leg Curl with a machine: curling the heels toward the glutes against a padded lever. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"smith-incline-press","Smith Machine Incline Press","machine","incline_press","Smith Machine Incline Press: on an inclined bench pressing the weight up and back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"smith-front-squat","Smith Machine Front Squat","machine","front_squat","Smith Machine Front Squat: barbell racked on the front of the shoulders, deep upright squat. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"smith-hip-thrust","Smith Machine Hip Thrust","machine","hip_thrust","Smith Machine Hip Thrust: upper back on a bench, hips driven up to full lockout, weight across the hips. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"smith-shrug","Smith Machine Shrug","machine","shrug","Smith Machine Shrug: standing, shoulders shrugged straight up toward the ears. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"donkey-calf-raise","Donkey Calf Raise","machine","calf_raise","Donkey Calf Raise with a machine: up on the toes, heels lifted high, calves contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"leg-press-calf-raise","Leg Press Calf Raise","machine","leg_press","Leg Press Calf Raise with a machine: seated on a leg-press machine pushing a weighted sled with both feet. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"smith-calf-raise","Smith Machine Calf Raise","machine","calf_raise","Smith Machine Calf Raise: up on the toes, heels lifted high, calves contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-chest-press","Cable Chest Press","cable","bench_press","Cable Chest Press: lying on a flat bench, pressing the weight up over the chest. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"wide-grip-pulldown","Wide Grip Pulldown","cable","pulldown","Wide Grip Pulldown with a cable: seated at a pulldown station, pulling the bar down to the chest. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"reverse-grip-pulldown","Reverse Grip Pulldown","cable","pulldown","Reverse Grip Pulldown with a cable: seated at a pulldown station, pulling the bar down to the chest. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"single-arm-pulldown","Single-Arm Pulldown","cable","pulldown","Single-Arm Pulldown with a cable: seated at a pulldown station, pulling the bar down to the chest. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"straight-bar-pushdown","Straight Bar Pushdown","cable","triceps","Straight Bar Pushdown with a cable: extending the elbows to straighten the arms, triceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"v-bar-pushdown","V-Bar Pushdown","cable","triceps","V-Bar Pushdown with a cable: extending the elbows to straighten the arms, triceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"reverse-grip-pushdown","Reverse Grip Pushdown","cable","triceps","Reverse Grip Pushdown with a cable: extending the elbows to straighten the arms, triceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"high-cable-curl","High Cable Curl","cable","curl","High Cable Curl: standing, curling the weight up toward the shoulders, biceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"leaning-cable-lateral-raise","Leaning Cable Lateral Raise","cable","lateral_raise","Leaning Cable Lateral Raise: raising the arms out to the sides up to shoulder height. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-external-rotation","Cable External Rotation","cable","generic","Cable External Rotation: performing the strength exercise with correct form. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-internal-rotation","Cable Internal Rotation","cable","generic","Cable Internal Rotation: performing the strength exercise with correct form. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-hip-abduction","Cable Hip Abduction","cable","generic","Cable Hip Abduction: performing the strength exercise with correct form. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-hip-adduction","Cable Hip Adduction","cable","generic","Cable Hip Adduction: performing the strength exercise with correct form. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"pallof-press","Pallof Press","cable","bench_press","Pallof Press with a cable: lying on a flat bench, pressing the weight up over the chest. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-wrist-curl","Cable Wrist Curl","cable","curl","Cable Wrist Curl: standing, curling the weight up toward the shoulders, biceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"incline-push-up","Incline Push Ups","bodyweight","incline_press","Incline Push Ups: on an inclined bench pressing the weight up and back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
